,vf,H
0,-0.04032157870324216,0.45
1,-0.14337535543260851,0.45555555555555555
2,-6.3576938506187e-09,0.46111111111111114
3,-0.06024051400172258,0.4666666666666667
4,-0.07740392979433967,0.4722222222222222
5,-0.09508034279150786,0.4777777777777778
6,-0.10794926269379981,0.48333333333333334
7,-0.11727113625939305,0.48888888888888893
8,-0.12912869391577014,0.49444444444444446
9,-0.1371461024425461,0.5
10,-0.14478243121468085,0.5055555555555555
11,-0.15209630390623657,0.5111111111111111
12,-0.16089049076743656,0.5166666666666667
13,-0.165214375698145,0.5222222222222223
14,-0.17226444288079487,0.5277777777777778
15,-0.17565020177263085,0.5333333333333333
16,-0.1822312337180596,0.5388888888888889
17,-0.1859101378724488,0.5444444444444445
18,-0.19002877842602695,0.55
19,-0.19351715328571908,0.5555555555555556
20,-0.19926272145626486,0.5611111111111111
21,-0.1995851739051174,0.5666666666666667
22,-0.20261919385719188,0.5722222222222222
23,-0.207969014567699,0.5777777777777778
24,-0.20942005936018077,0.5833333333333334
25,-0.21293776169940606,0.5888888888888889
26,-0.21346541354382037,0.5944444444444444
27,-0.2188005778823733,0.6
28,-0.22324166624627015,0.6055555555555556
29,-0.22218636357883548,0.6111111111111112
30,-0.22587994130486796,0.6166666666666667
31,-0.22598254070630228,0.6222222222222222
32,-0.22856217893639866,0.6277777777777778
33,-0.22939768986215342,0.6333333333333333
34,-0.23142027694098627,0.6388888888888888
35,-0.23290067257751118,0.6444444444444445
36,-0.23380942989253997,0.65
37,-0.23613988993598403,0.6555555555555556
38,-0.23594934435432244,0.6611111111111111
39,-0.238162555392895,0.6666666666666667
40,-0.2390859555390529,0.6722222222222223
41,-0.23867555130217658,0.6777777777777778
42,-0.24080082758970353,0.6833333333333333
43,-0.24242775589343185,0.6888888888888889
44,-0.24292609875780694,0.6944444444444444
45,-0.24000934293648155,0.7
46,-0.24316061337120823,0.7055555555555556
47,-0.24418660988254678,0.7111111111111111
48,-0.2431606142614387,0.7166666666666667
49,-0.24571093091725316,0.7222222222222223
50,-0.2490967087212917,0.7277777777777779
51,-0.24316060974621026,0.7333333333333334
52,-0.24418660574439494,0.7388888888888889
53,-0.24830523840835098,0.7444444444444445
54,-0.24848112769222933,0.75
55,-0.24830524222043665,0.7555555555555555
56,-0.2487009864878199,0.7611111111111111
57,-0.24616530944758425,0.7666666666666666
58,-0.24999080243746788,0.7722222222222223
59,-0.24729390552431585,0.7777777777777778
60,-0.2488035792635845,0.7833333333333334
61,-0.2461506571423442,0.788888888888889
62,-0.2507383150899459,0.7944444444444445
63,-0.25032791295905654,0.8
64,-0.24839318247062178,0.8055555555555556
65,-0.24862769535775733,0.8111111111111111
66,-0.2492139778938466,0.8166666666666667
67,-0.25081159446340345,0.8222222222222222
68,-0.2500347732154947,0.8277777777777777
69,-0.2506796846373309,0.8333333333333334
70,-0.25107542598162147,0.8388888888888889
71,-0.2500494540869715,0.8444444444444446
72,-0.25021065836487244,0.8500000000000001
73,-0.2496243769482553,0.8555555555555556
74,-0.24862769535775733,0.8611111111111112
75,-0.2493605512667327,0.8666666666666667
76,-0.2485250926137608,0.8722222222222222
77,-0.2505770874472481,0.8777777777777778
78,-0.2507382525338406,0.8833333333333333
79,-0.25037188049903847,0.8888888888888888
80,-0.25098748300450213,0.8944444444444445
81,-0.24852509718142926,0.9
82,-0.2493605422240266,0.9055555555555556
83,-0.24978559997983216,0.9111111111111112
84,-0.25081159892482674,0.9166666666666667
85,-0.25026927733862947,0.9222222222222223
86,-0.25142718789388346,0.9277777777777778
87,-0.24958039328114978,0.9333333333333333
88,-0.24827592858935466,0.9388888888888889
89,-0.24936055092936313,0.9444444444444444
90,-0.24862771780224652,0.95
91,-0.2502546307203355,0.9555555555555555
92,-0.25021066143649123,0.9611111111111112
93,-0.2501373701710849,0.9666666666666668
94,-0.2511926795057787,0.9722222222222223
95,-0.2502692893859033,0.9777777777777779
96,-0.2515737612375297,0.9833333333333334
97,-0.2512806209514834,0.9888888888888889
98,-0.2512806209514834,0.9944444444444445
99,-0.25085558721504886,1.0
